source_label,model_name,quantity_id,n_successful_runs,pooled_point_estimate,pooled_90_interval,reml_predictive_90_interval,bayes_predictive_90_interval,usage_total_tokens_per_successful_run,usage_estimated_total_cost_usd_per_successful_run,source_dir
gpt-5.4-mini-elasticities-batch15-v2,gpt-5.4-mini,production.capital_labor_substitution,15,0.8633333333333334,"[0.3995, 1.893]","[0.4562, 1.564]","[0.6032, 1.213]",252.66666666666666,0.0009034999999999999,/Users/maxghenis/llm-econ-beliefs/results/gpt-5.4-mini-elasticities-batch15-v2
gpt-5.4-mini-elasticities-batch15-v2,gpt-5.4-mini,tax.elasticity_of_taxable_income.top_earners,15,0.41466666666666663,"[0.1025, 1.365]","[-0.007638, 0.9146]","[0.1576, 0.6793]",254.2,0.0009113999999999999,/Users/maxghenis/llm-econ-beliefs/results/gpt-5.4-mini-elasticities-batch15-v2
gpt-5.4-mini-elasticities-batch15-v2,gpt-5.4-mini,trade.armington_elasticity.import_domestic,15,2.933333333333333,"[0.9832, 8.318]","[1.028, 6.935]","[1.588, 5.001]",230.33333333333334,0.0008100000000000001,/Users/maxghenis/llm-econ-beliefs/results/gpt-5.4-mini-elasticities-batch15-v2
gpt-5.4-nano-elasticities-batch15-v2,gpt-5.4-nano,household.intertemporal_elasticity_of_substitution,15,0.8166666666666667,"[0.2447, 2.41]","[0.2736, 1.942]","[0.4421, 1.375]",300.06666666666666,0.0003094233333333334,/Users/maxghenis/llm-econ-beliefs/results/gpt-5.4-nano-elasticities-batch15-v2
gpt-5.4-nano-elasticities-batch15-v2,gpt-5.4-nano,labor_supply.extensive_margin.single_mothers,15,0.2,"[-0.04782, 0.9677]","[-0.1214, 0.505]","[-0.02183, 0.3707]",290.8666666666667,0.0002990433333333334,/Users/maxghenis/llm-econ-beliefs/results/gpt-5.4-nano-elasticities-batch15-v2
gpt-5.4-nano-elasticities-batch15-v2,gpt-5.4-nano,labor_supply.frisch_elasticity.prime_age,15,0.7266666666666667,"[0.1825, 1.939]","[0.2495, 1.89]","[0.3935, 1.271]",312.4,0.00032456,/Users/maxghenis/llm-econ-beliefs/results/gpt-5.4-nano-elasticities-batch15-v2
gpt-5.4-nano-elasticities-batch15-v2,gpt-5.4-nano,labor_supply.income_elasticity.prime_age,15,-0.08600000000000001,"[-0.4499, 0.1868]","[-0.2631, 0.1316]","[-0.1997, 0.07303]",300.6,0.00031107,/Users/maxghenis/llm-econ-beliefs/results/gpt-5.4-nano-elasticities-batch15-v2
gpt-5.4-nano-elasticities-batch15-v2,gpt-5.4-nano,labor_supply.marshallian_wage_elasticity.prime_age,15,0.15,"[-0.2027, 0.7007]","[-0.1655, 0.47]","[-0.03742, 0.3282]",287.93333333333334,0.00029467666666666665,/Users/maxghenis/llm-econ-beliefs/results/gpt-5.4-nano-elasticities-batch15-v2
gpt-5.4-nano-elasticities-batch15-v2,gpt-5.4-nano,production.capital_labor_substitution,15,0.7666666666666667,"[0.3026, 1.583]","[0.4109, 1.442]","[0.5335, 1.134]",290.93333333333334,0.0002982866666666666,/Users/maxghenis/llm-econ-beliefs/results/gpt-5.4-nano-elasticities-batch15-v2
gpt-5.4-nano-elasticities-batch15-v2,gpt-5.4-nano,tax.elasticity_of_taxable_income.top_earners,15,0.49333333333333335,"[0.06902, 1.483]","[0.0136, 1.008]","[0.1671, 0.7877]",296.0,0.00030490000000000004,/Users/maxghenis/llm-econ-beliefs/results/gpt-5.4-nano-elasticities-batch15-v2
gpt-5.4-nano-elasticities-batch15-v2,gpt-5.4-nano,trade.armington_elasticity.import_domestic,15,2.066666666666667,"[0.712, 6.135]","[0.8113, 4.082]","[1.095, 3.169]",292.3333333333333,0.00030199666666666665,/Users/maxghenis/llm-econ-beliefs/results/gpt-5.4-nano-elasticities-batch15-v2
claude-opus-4.6-elasticities-batch15-v1,claude-opus-4.6,household.intertemporal_elasticity_of_substitution,15,0.5,"[0.1, 2]","[0.1003, 1.881]","[0.2067, 1.113]",1692.1333333333334,0.018123333333,/Users/maxghenis/llm-econ-beliefs/results/claude-opus-4.6-elasticities-batch15-v1
claude-opus-4.6-elasticities-batch15-v1,claude-opus-4.6,labor_supply.extensive_margin.single_mothers,15,0.7,"[0.3, 1.493]","[0.2262, 1.27]","[0.4224, 1.008]",1661.6666666666667,0.017461666667,/Users/maxghenis/llm-econ-beliefs/results/claude-opus-4.6-elasticities-batch15-v1
claude-opus-4.6-elasticities-batch15-v1,claude-opus-4.6,labor_supply.frisch_elasticity.prime_age,15,0.5166666666666667,"[0.1514, 1.848]","[0.1704, 1.458]","[0.2771, 0.9402]",1709.6666666666667,0.018481666667,/Users/maxghenis/llm-econ-beliefs/results/claude-opus-4.6-elasticities-batch15-v1
claude-opus-4.6-elasticities-batch15-v1,claude-opus-4.6,labor_supply.income_elasticity.prime_age,15,-0.09666666666666668,"[-0.2976, -0.0006481]","[-0.2179, 0.02843]","[-0.164, -0.02203]",1653.6,0.01736,/Users/maxghenis/llm-econ-beliefs/results/claude-opus-4.6-elasticities-batch15-v1
claude-opus-4.6-elasticities-batch15-v1,claude-opus-4.6,labor_supply.marshallian_wage_elasticity.prime_age,15,0.1,"[-0.1, 0.392]","[-0.1142, 0.3248]","[-0.02151, 0.2248]",1673.6666666666667,0.017721666667,/Users/maxghenis/llm-econ-beliefs/results/claude-opus-4.6-elasticities-batch15-v1
claude-opus-4.6-elasticities-batch15-v1,claude-opus-4.6,production.capital_labor_substitution,15,0.7,"[0.3, 1.5]","[0.3085, 1.511]","[0.4444, 1.086]",1666.8666666666666,0.017531666667,/Users/maxghenis/llm-econ-beliefs/results/claude-opus-4.6-elasticities-batch15-v1
claude-opus-4.6-elasticities-batch15-v1,claude-opus-4.6,tax.elasticity_of_taxable_income.top_earners,15,0.5,"[0.1501, 1.198]","[0.08194, 1.013]","[0.254, 0.7762]",1704.9333333333334,0.018483333333,/Users/maxghenis/llm-econ-beliefs/results/claude-opus-4.6-elasticities-batch15-v1
claude-opus-4.6-elasticities-batch15-v1,claude-opus-4.6,trade.armington_elasticity.import_domestic,15,1.5,"[0.5, 4]","[0.51, 4.016]","[0.8257, 2.649]",1634.3333333333333,0.017038333333,/Users/maxghenis/llm-econ-beliefs/results/claude-opus-4.6-elasticities-batch15-v1
claude-sonnet-4.6-elasticities-batch15-v1,claude-sonnet-4.6,household.intertemporal_elasticity_of_substitution,15,0.5,"[0.1, 1.5]","[0.1241, 1.633]","[0.2323, 1.011]",1711.9333333333334,0.011171,/Users/maxghenis/llm-econ-beliefs/results/claude-sonnet-4.6-elasticities-batch15-v1
claude-sonnet-4.6-elasticities-batch15-v1,claude-sonnet-4.6,labor_supply.extensive_margin.single_mothers,15,0.7866666666666667,"[0.2055, 2.081]","[0.1451, 1.556]","[0.3942, 1.199]",1694.6,0.010971,/Users/maxghenis/llm-econ-beliefs/results/claude-sonnet-4.6-elasticities-batch15-v1
claude-sonnet-4.6-elasticities-batch15-v1,claude-sonnet-4.6,labor_supply.frisch_elasticity.prime_age,15,0.5,"[0.1, 1.2]","[0.146, 1.575]","[0.2524, 0.9663]",1738.0666666666666,0.011515,/Users/maxghenis/llm-econ-beliefs/results/claude-sonnet-4.6-elasticities-batch15-v1
claude-sonnet-4.6-elasticities-batch15-v1,claude-sonnet-4.6,labor_supply.income_elasticity.prime_age,15,-0.1,"[-0.3948, 0.04865]","[-0.289, 0.07623]","[-0.2043, 0.0003103]",1668.1333333333334,0.010634,/Users/maxghenis/llm-econ-beliefs/results/claude-sonnet-4.6-elasticities-batch15-v1
claude-sonnet-4.6-elasticities-batch15-v1,claude-sonnet-4.6,labor_supply.marshallian_wage_elasticity.prime_age,15,0.1,"[-0.1, 0.4]","[-0.1291, 0.3412]","[-0.03009, 0.2339]",1695.0666666666666,0.010954,/Users/maxghenis/llm-econ-beliefs/results/claude-sonnet-4.6-elasticities-batch15-v1
claude-sonnet-4.6-elasticities-batch15-v1,claude-sonnet-4.6,production.capital_labor_substitution,15,0.7,"[0.3, 1.293]","[0.3489, 1.355]","[0.4756, 1.019]",1724.8666666666666,0.011389,/Users/maxghenis/llm-econ-beliefs/results/claude-sonnet-4.6-elasticities-batch15-v1
claude-sonnet-4.6-elasticities-batch15-v1,claude-sonnet-4.6,tax.elasticity_of_taxable_income.top_earners,15,0.5,"[0.1031, 1.295]","[0.03889, 1.08]","[0.2269, 0.8108]",1740.1333333333334,0.011618,/Users/maxghenis/llm-econ-beliefs/results/claude-sonnet-4.6-elasticities-batch15-v1
claude-sonnet-4.6-elasticities-batch15-v1,claude-sonnet-4.6,trade.armington_elasticity.import_domestic,15,2.0,"[0.7262, 5.645]","[0.7599, 4.763]","[1.173, 3.307]",1662.0666666666666,0.010639,/Users/maxghenis/llm-econ-beliefs/results/claude-sonnet-4.6-elasticities-batch15-v1
claude-haiku-4.5-elasticities-batch15-v1,claude-haiku-4.5,household.intertemporal_elasticity_of_substitution,15,0.5533333333333333,"[0.1775, 1.632]","[0.2082, 1.319]","[0.3143, 0.941]",1592.3333333333333,0.003129666667,/Users/maxghenis/llm-econ-beliefs/results/claude-haiku-4.5-elasticities-batch15-v1
claude-haiku-4.5-elasticities-batch15-v1,claude-haiku-4.5,labor_supply.extensive_margin.single_mothers,15,0.5033333333333333,"[0.1518, 1.193]","[0.09965, 0.9193]","[0.2313, 0.7437]",1559.5333333333333,0.002985666667,/Users/maxghenis/llm-econ-beliefs/results/claude-haiku-4.5-elasticities-batch15-v1
claude-haiku-4.5-elasticities-batch15-v1,claude-haiku-4.5,labor_supply.frisch_elasticity.prime_age,15,0.5033333333333333,"[0.1648, 1.423]","[0.2095, 1.149]","[0.3043, 0.8129]",1582.3333333333333,0.003063666667,/Users/maxghenis/llm-econ-beliefs/results/claude-haiku-4.5-elasticities-batch15-v1
claude-haiku-4.5-elasticities-batch15-v1,claude-haiku-4.5,labor_supply.income_elasticity.prime_age,15,-0.11866666666666667,"[-0.3746, 0.1112]","[-0.2775, 0.05393]","[-0.2102, -0.007937]",1567.2666666666667,0.003044333333,/Users/maxghenis/llm-econ-beliefs/results/claude-haiku-4.5-elasticities-batch15-v1
claude-haiku-4.5-elasticities-batch15-v1,claude-haiku-4.5,labor_supply.marshallian_wage_elasticity.prime_age,15,0.10333333333333333,"[-0.1481, 0.5202]","[-0.1469, 0.3564]","[-0.04728, 0.248]",1574.1333333333334,0.003050666667,/Users/maxghenis/llm-econ-beliefs/results/claude-haiku-4.5-elasticities-batch15-v1
claude-haiku-4.5-elasticities-batch15-v1,claude-haiku-4.5,production.capital_labor_substitution,15,0.6133333333333333,"[0.3351, 1.224]","[0.3607, 1.016]","[0.4513, 0.8219]",1566.2666666666667,0.003007333333,/Users/maxghenis/llm-econ-beliefs/results/claude-haiku-4.5-elasticities-batch15-v1
claude-haiku-4.5-elasticities-batch15-v1,claude-haiku-4.5,tax.elasticity_of_taxable_income.top_earners,15,0.47933333333333333,"[0.1206, 1.514]","[0.08757, 0.8943]","[0.2253, 0.7093]",1609.4,0.003223,/Users/maxghenis/llm-econ-beliefs/results/claude-haiku-4.5-elasticities-batch15-v1
claude-haiku-4.5-elasticities-batch15-v1,claude-haiku-4.5,trade.armington_elasticity.import_domestic,15,1.5,"[0.8, 2.797]","[0.8111, 2.692]","[1.067, 2.09]",1546.3333333333333,0.002971666667,/Users/maxghenis/llm-econ-beliefs/results/claude-haiku-4.5-elasticities-batch15-v1
gemini-3.1-pro-preview-elasticities-batch15-v1,gemini-3.1-pro-preview,household.intertemporal_elasticity_of_substitution,15,0.6366666666666667,"[0.1038, 2.375]","[0.1233, 2.178]","[0.2394, 1.397]",1183.8,0.0104956,/Users/maxghenis/llm-econ-beliefs/results/gemini-3.1-pro-preview-elasticities-batch15-v1
gemini-3.1-pro-preview-elasticities-batch15-v1,gemini-3.1-pro-preview,labor_supply.extensive_margin.single_mothers,15,0.48666666666666664,"[0.1109, 1.166]","[0.1052, 0.9052]","[0.2495, 0.7133]",1040.0666666666666,0.0087808,/Users/maxghenis/llm-econ-beliefs/results/gemini-3.1-pro-preview-elasticities-batch15-v1
gemini-3.1-pro-preview-elasticities-batch15-v1,gemini-3.1-pro-preview,labor_supply.frisch_elasticity.prime_age,15,0.6066666666666667,"[0.1429, 1.824]","[0.2186, 1.627]","[0.3364, 1.108]",1118.5333333333333,0.0096624,/Users/maxghenis/llm-econ-beliefs/results/gemini-3.1-pro-preview-elasticities-batch15-v1
gemini-3.1-pro-preview-elasticities-batch15-v1,gemini-3.1-pro-preview,labor_supply.income_elasticity.prime_age,15,-0.08000000000000002,"[-0.2895, 1.11e-15]","[-0.1879, 0.0355]","[-0.1422, -0.007351]",1000.3333333333334,0.008324,/Users/maxghenis/llm-econ-beliefs/results/gemini-3.1-pro-preview-elasticities-batch15-v1
gemini-3.1-pro-preview-elasticities-batch15-v1,gemini-3.1-pro-preview,labor_supply.marshallian_wage_elasticity.prime_age,15,0.04666666666666667,"[-0.185, 0.2999]","[-0.1437, 0.2481]","[-0.06096, 0.1591]",1040.2666666666667,0.0087832,/Users/maxghenis/llm-econ-beliefs/results/gemini-3.1-pro-preview-elasticities-batch15-v1
gemini-3.1-pro-preview-elasticities-batch15-v1,gemini-3.1-pro-preview,production.capital_labor_substitution,15,0.6366666666666667,"[0.3023, 1.248]","[0.3321, 1.187]","[0.4422, 0.9086]",1004.0,0.008338,/Users/maxghenis/llm-econ-beliefs/results/gemini-3.1-pro-preview-elasticities-batch15-v1
gemini-3.1-pro-preview-elasticities-batch15-v1,gemini-3.1-pro-preview,tax.elasticity_of_taxable_income.top_earners,15,0.37,"[0.1013, 0.9438]","[0.05766, 0.7073]","[0.1755, 0.5544]",1112.6666666666667,0.009632,/Users/maxghenis/llm-econ-beliefs/results/gemini-3.1-pro-preview-elasticities-batch15-v1
gemini-3.1-pro-preview-elasticities-batch15-v1,gemini-3.1-pro-preview,trade.armington_elasticity.import_domestic,15,1.7333333333333334,"[0.5617, 5.715]","[0.6061, 4.278]","[0.9411, 2.94]",1202.4,0.0108688,/Users/maxghenis/llm-econ-beliefs/results/gemini-3.1-pro-preview-elasticities-batch15-v1
gemini-3-flash-preview-elasticities-batch15-v1,gemini-3-flash-preview,household.intertemporal_elasticity_of_substitution,15,0.49333333333333335,"[0.092, 1.992]","[0.09712, 1.887]","[0.2019, 1.11]",612.1333333333333,0.0009089,/Users/maxghenis/llm-econ-beliefs/results/gemini-3-flash-preview-elasticities-batch15-v1
gemini-3-flash-preview-elasticities-batch15-v1,gemini-3-flash-preview,labor_supply.extensive_margin.single_mothers,15,0.72,"[0.302, 1.48]","[0.2646, 1.257]","[0.4519, 1.011]",618.0666666666667,0.0009292,/Users/maxghenis/llm-econ-beliefs/results/gemini-3-flash-preview-elasticities-batch15-v1
gemini-3-flash-preview-elasticities-batch15-v1,gemini-3-flash-preview,labor_supply.frisch_elasticity.prime_age,15,0.5,"[0.1, 2.453]","[0.1236, 1.812]","[0.2304, 1.051]",613.7333333333333,0.0009012,/Users/maxghenis/llm-econ-beliefs/results/gemini-3-flash-preview-elasticities-batch15-v1
gemini-3-flash-preview-elasticities-batch15-v1,gemini-3-flash-preview,labor_supply.income_elasticity.prime_age,15,-0.05,"[-0.192, 1.11e-15]","[-0.1277, 0.0251]","[-0.09326, -0.007552]",616.1333333333333,0.0009284,/Users/maxghenis/llm-econ-beliefs/results/gemini-3-flash-preview-elasticities-batch15-v1
gemini-3-flash-preview-elasticities-batch15-v1,gemini-3-flash-preview,labor_supply.marshallian_wage_elasticity.prime_age,15,0.1,"[-0.1489, 0.4999]","[-0.1905, 0.4103]","[-0.0655, 0.2717]",613.0,0.000914,/Users/maxghenis/llm-econ-beliefs/results/gemini-3-flash-preview-elasticities-batch15-v1
gemini-3-flash-preview-elasticities-batch15-v1,gemini-3-flash-preview,production.capital_labor_substitution,15,0.7,"[0.3784, 1.199]","[0.4121, 1.158]","[0.5183, 0.9338]",611.8,0.0009079,/Users/maxghenis/llm-econ-beliefs/results/gemini-3-flash-preview-elasticities-batch15-v1
gemini-3-flash-preview-elasticities-batch15-v1,gemini-3-flash-preview,tax.elasticity_of_taxable_income.top_earners,15,0.4,"[0.1018, 1.076]","[0.04036, 0.8379]","[0.1892, 0.6355]",614.8666666666667,0.0009146,/Users/maxghenis/llm-econ-beliefs/results/gemini-3-flash-preview-elasticities-batch15-v1
gemini-3-flash-preview-elasticities-batch15-v1,gemini-3-flash-preview,trade.armington_elasticity.import_domestic,15,1.5,"[0.5714, 4.948]","[0.5561, 3.738]","[0.8672, 2.533]",594.9333333333333,0.0008948,/Users/maxghenis/llm-econ-beliefs/results/gemini-3-flash-preview-elasticities-batch15-v1
gemini-3.1-flash-lite-preview-elasticities-batch15-v1,gemini-3.1-flash-lite-preview,household.intertemporal_elasticity_of_substitution,15,0.5,"[0.1, 1.2]","[0.14, 1.5]","[0.2481, 0.9563]",786.6666666666666,0.00071625,/Users/maxghenis/llm-econ-beliefs/results/gemini-3.1-flash-lite-preview-elasticities-batch15-v1
gemini-3.1-flash-lite-preview-elasticities-batch15-v1,gemini-3.1-flash-lite-preview,labor_supply.extensive_margin.single_mothers,15,0.48333333333333334,"[0.1032, 1.519]","[0.04524, 0.9874]","[0.2153, 0.7493]",771.6666666666666,0.000695,/Users/maxghenis/llm-econ-beliefs/results/gemini-3.1-flash-lite-preview-elasticities-batch15-v1
gemini-3.1-flash-lite-preview-elasticities-batch15-v1,gemini-3.1-flash-lite-preview,labor_supply.frisch_elasticity.prime_age,15,0.5,"[0.1037, 1.489]","[0.1457, 1.578]","[0.2525, 0.9659]",786.6,0.0007099,/Users/maxghenis/llm-econ-beliefs/results/gemini-3.1-flash-lite-preview-elasticities-batch15-v1
gemini-3.1-flash-lite-preview-elasticities-batch15-v1,gemini-3.1-flash-lite-preview,labor_supply.income_elasticity.prime_age,15,-0.07,"[-0.2746, 1.11e-15]","[-0.1591, 0.03541]","[-0.1188, -0.002671]",764.4,0.0006866,/Users/maxghenis/llm-econ-beliefs/results/gemini-3.1-flash-lite-preview-elasticities-batch15-v1
gemini-3.1-flash-lite-preview-elasticities-batch15-v1,gemini-3.1-flash-lite-preview,labor_supply.marshallian_wage_elasticity.prime_age,15,0.03333333333333333,"[-0.1899, 0.3479]","[-0.1781, 0.2386]","[-0.09278, 0.1467]",777.8,0.0007042,/Users/maxghenis/llm-econ-beliefs/results/gemini-3.1-flash-lite-preview-elasticities-batch15-v1
gemini-3.1-flash-lite-preview-elasticities-batch15-v1,gemini-3.1-flash-lite-preview,production.capital_labor_substitution,15,0.66,"[0.3055, 1.279]","[0.3608, 1.187]","[0.4689, 0.9294]",773.4,0.00069635,/Users/maxghenis/llm-econ-beliefs/results/gemini-3.1-flash-lite-preview-elasticities-batch15-v1
gemini-3.1-flash-lite-preview-elasticities-batch15-v1,gemini-3.1-flash-lite-preview,tax.elasticity_of_taxable_income.top_earners,15,0.38666666666666666,"[0.06767, 0.9606]","[0.0655, 0.7562]","[0.1933, 0.5882]",798.8,0.0007332,/Users/maxghenis/llm-econ-beliefs/results/gemini-3.1-flash-lite-preview-elasticities-batch15-v1
gemini-3.1-flash-lite-preview-elasticities-batch15-v1,gemini-3.1-flash-lite-preview,trade.armington_elasticity.import_domestic,15,1.6333333333333333,"[0.5175, 6.122]","[0.5702, 4.117]","[0.8865, 2.818]",739.2666666666667,0.0006639,/Users/maxghenis/llm-econ-beliefs/results/gemini-3.1-flash-lite-preview-elasticities-batch15-v1
grok-4.20-elasticities-batch15-v1,grok-4.20,household.intertemporal_elasticity_of_substitution,14,1.0571428571428572,"[0.2427, 3.387]","[0.2546, 2.873]","[0.4805, 2.026]",2164.5,0.009113057143,/Users/maxghenis/llm-econ-beliefs/results/grok-4.20-elasticities-batch15-v1
grok-4.20-elasticities-batch15-v1,grok-4.20,labor_supply.extensive_margin.single_mothers,12,0.46249999999999997,"[0.1015, 1.437]","[0.02084, 0.9762]","[0.1768, 0.7534]",2086.25,0.0085935,/Users/maxghenis/llm-econ-beliefs/results/grok-4.20-elasticities-batch15-v1
grok-4.20-elasticities-batch15-v1,grok-4.20,labor_supply.frisch_elasticity.prime_age,14,0.6428571428571429,"[0.1131, 3.633]","[0.1331, 2.334]","[0.2456, 1.404]",2328.8571428571427,0.010145028571,/Users/maxghenis/llm-econ-beliefs/results/grok-4.20-elasticities-batch15-v1
grok-4.20-elasticities-batch15-v1,grok-4.20,labor_supply.income_elasticity.prime_age,12,-0.09166666666666667,"[-0.3982, 0.1516]","[-0.3148, 0.1167]","[-0.2194, 0.03341]",2289.5833333333335,0.0098823,/Users/maxghenis/llm-econ-beliefs/results/grok-4.20-elasticities-batch15-v1
grok-4.20-elasticities-batch15-v1,grok-4.20,labor_supply.marshallian_wage_elasticity.prime_age,15,0.12333333333333334,"[-0.1924, 0.6556]","[-0.185, 0.4483]","[-0.05519, 0.3041]",2336.866666666667,0.01016936,/Users/maxghenis/llm-econ-beliefs/results/grok-4.20-elasticities-batch15-v1
grok-4.20-elasticities-batch15-v1,grok-4.20,production.capital_labor_substitution,12,0.7625000000000001,"[0.2857, 1.916]","[0.3434, 1.614]","[0.4772, 1.201]",2350.8333333333335,0.0102434,/Users/maxghenis/llm-econ-beliefs/results/grok-4.20-elasticities-batch15-v1
grok-4.20-elasticities-batch15-v1,grok-4.20,tax.elasticity_of_taxable_income.top_earners,12,0.5083333333333333,"[0.1147, 1.437]","[0.07596, 1.033]","[0.2437, 0.7996]",2083.6666666666665,0.0087252,/Users/maxghenis/llm-econ-beliefs/results/grok-4.20-elasticities-batch15-v1
grok-4.20-elasticities-batch15-v1,grok-4.20,trade.armington_elasticity.import_domestic,14,1.6071428571428572,"[0.5049, 4.981]","[0.5186, 4.457]","[0.847, 2.943]",2396.285714285714,0.010563771429,/Users/maxghenis/llm-econ-beliefs/results/grok-4.20-elasticities-batch15-v1
grok-4.1-fast-elasticities-batch15-v1,grok-4.1-fast,household.intertemporal_elasticity_of_substitution,15,0.5,"[0.2, 2]","[0.14, 1.5]","[0.2481, 0.9562]",986.2666666666667,0.000144683333,/Users/maxghenis/llm-econ-beliefs/results/grok-4.1-fast-elasticities-batch15-v1
grok-4.1-fast-elasticities-batch15-v1,grok-4.1-fast,labor_supply.extensive_margin.single_mothers,15,0.33999999999999997,"[0.0003183, 1.606]","[-0.1802, 1.03]","[0.01506, 0.7069]",982.9333333333333,0.000147166667,/Users/maxghenis/llm-econ-beliefs/results/grok-4.1-fast-elasticities-batch15-v1
grok-4.1-fast-elasticities-batch15-v1,grok-4.1-fast,labor_supply.frisch_elasticity.prime_age,15,0.5,"[0.1, 2]","[0.109, 2.008]","[0.2148, 1.121]",1002.9333333333333,0.000152436667,/Users/maxghenis/llm-econ-beliefs/results/grok-4.1-fast-elasticities-batch15-v1
grok-4.1-fast-elasticities-batch15-v1,grok-4.1-fast,labor_supply.income_elasticity.prime_age,15,0.09333333333333334,"[-0.09951, 0.4289]","[-0.1757, 0.3183]","[-0.05541, 0.2237]",968.2,0.00014051,/Users/maxghenis/llm-econ-beliefs/results/grok-4.1-fast-elasticities-batch15-v1
grok-4.1-fast-elasticities-batch15-v1,grok-4.1-fast,labor_supply.marshallian_wage_elasticity.prime_age,15,0.16666666666666666,"[-0.222, 1.06]","[-0.296, 0.6631]","[-0.1043, 0.4401]",988.9333333333333,0.000145996667,/Users/maxghenis/llm-econ-beliefs/results/grok-4.1-fast-elasticities-batch15-v1
